[2025-11-10--19-03-08 INFO actix_server::builder] starting 5 workers
[2025-11-10--19-03-08 INFO actix_server::server] Tokio runtime found; starting in existing Tokio runtime
[2025-11-10--19-03-08 INFO actix_server::server] starting service: "actix-web-service-127.0.0.1:18488", workers: 5, listening on: 127.0.0.1:18488
[2025-11-10--19-03-08 INFO parity_ws] Listening for new connections on 127.0.0.1:8900.
[2025-11-10--19-03-09 INFO txtx::svm::deploy_program] Program Created - Program SubsfvX3BEXk4JpzwFXUAL5H51rZtyooPSTprzjGeTz has been deployed
[2025-11-10--19-03-13 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:47532.
[2025-11-10--19-04-51 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/main-app-3e881fb742a87abf.js HTTP/1.1" 200 219 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.000417
[2025-11-10--19-04-51 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/c16f53c3-d20dab724af58680.js HTTP/1.1" 200 2698 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.001290
[2025-11-10--19-04-51 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/5870-03e2cad4338cc722.js HTTP/1.1" 200 27741 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.003801
[2025-11-10--19-04-51 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/1708-95ebc3a93bba3f4c.js HTTP/1.1" 200 39418 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.006190
[2025-11-10--19-04-51 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/9364-dd34101838507c9f.js HTTP/1.1" 200 3147 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.001259
[2025-11-10--19-04-51 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/3191-8baaa656bd7a5b91.js HTTP/1.1" 200 6972 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.001961
[2025-11-10--19-04-51 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/4688-fe3d1cc60e0589c8.js HTTP/1.1" 200 10753 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.002668
[2025-11-10--19-04-51 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/app/layout-2c634b6d50f058e1.js HTTP/1.1" 200 6713 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.001350
[2025-11-10--19-04-51 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/3a91511d-ad50767f2a2e62d8.js HTTP/1.1" 200 14474 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.002168
[2025-11-10--19-04-51 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/4134-18351f2dad14e83e.js HTTP/1.1" 200 8465 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.001759
[2025-11-10--19-04-51 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/app/page-98745aefd2b0f4af.js HTTP/1.1" 200 26018 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.006021
[2025-11-10--19-04-51 INFO actix_web::middleware::logger] 127.0.0.1 "GET /favicon.ico HTTP/1.1" 200 1748 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.000263
[2025-11-10--19-04-51 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/2604-8da7953088eba1e3.js HTTP/1.1" 200 101901 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.013151
[2025-11-10--19-04-51 INFO actix_web::middleware::logger] 127.0.0.1 "GET /favicon.ico HTTP/1.1" 200 1748 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.000139
[2025-11-10--19-04-51 INFO actix_web::middleware::logger] 127.0.0.1 "GET /config HTTP/1.1" 200 166 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.000195
[2025-11-10--19-04-51 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:53080.
[2025-11-10--19-04-51 INFO actix_web::middleware::logger] 127.0.0.1 "GET /subgraphs.txt?_rsc=3lb4g HTTP/1.1" 200 1663 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.000481
[2025-11-10--19-04-51 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/app/subgraphs/page-c6ba1cc5f0748823.js HTTP/1.1" 200 1436 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.000457
[2025-11-10--19-20-26 INFO actix_web::middleware::logger] 127.0.0.1 "GET /subgraphs.txt?_rsc=3lb4g HTTP/1.1" 200 1663 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.000478
[2025-11-10--19-20-32 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/070bff88.dfcbf0eb75c98471.js HTTP/1.1" 200 23966 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.004231
[2025-11-10--19-20-32 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/9303.8ae7a0263c48f102.js HTTP/1.1" 200 2330 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.000435
[2025-11-10--19-20-32 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/487.2e42732faa8edcbb.js HTTP/1.1" 200 5720 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.001634
[2025-11-10--19-20-32 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/8352.fcdff9406ed72a96.js HTTP/1.1" 200 6525 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.001722
[2025-11-10--19-20-32 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/1623.e9859b35d0adf680.js HTTP/1.1" 200 32693 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.003697
[2025-11-10--19-20-32 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/8128.bb0ceba7afc655fb.js HTTP/1.1" 200 4091 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.000950
[2025-11-10--19-20-32 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/8190.96388d61276f7214.js HTTP/1.1" 200 8945 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.004145
[2025-11-10--19-20-32 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/3875.7a778381fbae0db8.js HTTP/1.1" 200 9227 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.004296
[2025-11-10--19-20-32 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/6114.fa28d0dbd5288e3c.js HTTP/1.1" 200 2117 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.000727
[2025-11-10--19-20-32 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/2426.89a19e416deae673.js HTTP/1.1" 200 57027 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.010871
[2025-11-10--19-20-32 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/5528.044fff9015623e7e.js HTTP/1.1" 200 23707 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.007790
[2025-11-10--19-20-32 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/css/04515991b586b724.css HTTP/1.1" 200 12455 "http://127.0.0.1:18488/subgraphs" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.003721
[2025-11-10--19-20-32 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/css/498c41fdbd3b3640.css HTTP/1.1" 200 11605 "http://127.0.0.1:18488/subgraphs" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.002064
[2025-11-10--19-20-32 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/css/47343651ebcb0448.css HTTP/1.1" 200 669 "http://127.0.0.1:18488/subgraphs" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.000401
[2025-11-10--19-20-32 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/css/29e2305f00343443.css HTTP/1.1" 200 349771 "http://127.0.0.1:18488/subgraphs" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.011938
[2025-11-10--19-20-32 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/4618.12f29605e793ef1b.js HTTP/1.1" 200 917649 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.084695
[2025-11-10--19-20-32 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/3716.4cbabb262c62ac5e.js HTTP/1.1" 200 2440 "http://127.0.0.1:18488/subgraphs" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.000549
[2025-11-10--19-20-32 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/5071.c3a644476ef15cc2.js HTTP/1.1" 200 1101 "http://127.0.0.1:18488/subgraphs" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.000281
[2025-11-10--19-20-33 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/6142.64671fe3d68589fd.js HTTP/1.1" 200 11900 "http://127.0.0.1:18488/subgraphs" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.004020
[2025-11-10--19-20-33 INFO actix_web::middleware::logger] 127.0.0.1 "POST /workspace/v1/graphql HTTP/1.1" 200 1615 "http://127.0.0.1:18488/subgraphs" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.002495
[2025-11-10--19-20-33 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/18.de23cf8a2f362865.js HTTP/1.1" 200 2619 "http://127.0.0.1:18488/subgraphs" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.000686
[2025-11-10--19-20-33 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/cb469c9f.40ea1554900bdda8.js HTTP/1.1" 200 37513 "http://127.0.0.1:18488/_next/static/chunks/18.de23cf8a2f362865.js" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.004315
[2025-11-10--19-20-33 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/7637.53e4abe74bcd0313.js HTTP/1.1" 200 2586 "http://127.0.0.1:18488/subgraphs" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.000378
[2025-11-10--19-20-33 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/1623.e9859b35d0adf680.js HTTP/1.1" 200 32693 "http://127.0.0.1:18488/_next/static/chunks/7637.53e4abe74bcd0313.js" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.004464
[2025-11-10--19-20-33 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/1623.e9859b35d0adf680.js HTTP/1.1" 200 32693 "http://127.0.0.1:18488/_next/static/chunks/18.de23cf8a2f362865.js" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.004705
[2025-11-10--19-20-33 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/4990.271992de00c22b85.js HTTP/1.1" 200 60012 "http://127.0.0.1:18488/_next/static/chunks/7637.53e4abe74bcd0313.js" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.006122
[2025-11-10--19-20-33 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/4990.271992de00c22b85.js HTTP/1.1" 200 60012 "http://127.0.0.1:18488/_next/static/chunks/18.de23cf8a2f362865.js" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.005533
[2025-11-10--19-20-33 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/5387.2ecb57e8a3ef981c.js HTTP/1.1" 200 2725 "http://127.0.0.1:18488/subgraphs" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.000412
[2025-11-10--19-20-33 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/1623.e9859b35d0adf680.js HTTP/1.1" 200 32693 "http://127.0.0.1:18488/_next/static/chunks/5387.2ecb57e8a3ef981c.js" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.004160
[2025-11-10--19-20-33 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/4990.271992de00c22b85.js HTTP/1.1" 200 60012 "http://127.0.0.1:18488/_next/static/chunks/5387.2ecb57e8a3ef981c.js" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.005693
[2025-11-10--19-20-33 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/5528.044fff9015623e7e.js HTTP/1.1" 200 23707 "http://127.0.0.1:18488/_next/static/chunks/5387.2ecb57e8a3ef981c.js" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.002650
[2025-11-10--19-20-33 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/5083.d5e53186add8ff60.js HTTP/1.1" 200 41053 "http://127.0.0.1:18488/_next/static/chunks/5387.2ecb57e8a3ef981c.js" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" 0.006702
[2025-11-10--19-32-39 INFO actix_server::worker] shutting down idle worker
[2025-11-10--19-32-39 INFO actix_server::worker] shutting down idle worker
[2025-11-10--19-32-39 INFO actix_server::worker] shutting down idle worker
[2025-11-10--19-32-39 INFO actix_server::worker] shutting down idle worker
[2025-11-10--19-32-39 INFO actix_server::worker] shutting down idle worker
[2025-11-10--19-32-39 INFO actix_server::accept] accept thread stopped
